"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","sample1","sample2","direction","genotype","analysis"
"85545","GO:0051082",0.000610605262909729,0.999831497707841,13,66,"unfolded protein binding","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85546","GO:0005853",0.000675851606592806,1,3,3,"eukaryotic translation elongation factor 1 complex","CC","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85547","GO:0016747",0.000677803820819662,0.999820721036565,12,66,"transferase activity, transferring acyl groups other than amino-acyl groups","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85548","GO:0042026",0.000755630461529831,0.999957126849648,4,10,"protein refolding","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85549","GO:0042555",0.000807965807743201,0.999981616351174,3,5,"MCM complex","CC","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85550","GO:0005819",0.00112400741854732,0.999932454750908,4,9,"spindle","CC","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85551","GO:0032147",0.00112400741854732,0.999932454750908,4,9,"activation of protein kinase activity","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85552","GO:0060236",0.00112400741854732,0.999932454750908,4,9,"regulation of mitotic spindle organization","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85553","GO:0006164",0.00178748098302065,0.999936156039203,3,6,"purine nucleotide biosynthetic process","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85554","GO:0031167",0.00195694196293322,1,2,2,"rRNA methylation","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85555","GO:0004175",0.00203405711082517,0.999713904977191,6,17,"endopeptidase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85556","GO:0003746",0.00223543691048423,0.999595749805241,7,25,"translation elongation factor activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85557","GO:0005200",0.00343589253140887,0.999674369963518,4,13,"structural constituent of cytoskeleton","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85558","GO:0031369",0.00394955600574102,0.999841243217596,3,5,"translation initiation factor binding","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85559","GO:0006270",0.00411273979939216,0.999767307007578,3,8,"DNA replication initiation","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85560","GO:0000166",0.00468005485758336,0.997407522931438,34,338,"nucleotide binding","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85561","GO:0000387",0.00512740222394303,0.999360498574855,5,11,"spliceosomal snRNP assembly","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85562","GO:0004820",0.00569802476199784,0.999913587677393,2,3,"glycine-tRNA ligase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85563","GO:0006426",0.00569802476199784,0.999913587677393,2,3,"glycyl-tRNA aminoacylation","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85564","GO:0004097",0.00570387500288664,0.999913452502236,2,3,"catechol oxidase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85565","GO:0046148",0.00570387500288664,0.999913452502236,2,3,"pigment biosynthetic process","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85566","GO:0003678",0.00596527271003025,0.999314266289108,4,15,"DNA helicase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85567","GO:0003924",0.00679669799663202,0.997677451375477,11,86,"GTPase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85568","GO:0032040",0.00852095014005408,0.999408465519182,3,7,"small-subunit processome","CC","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85569","GO:0007275",0.0133525281648548,0.996419353059733,7,36,"multicellular organism development","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85570","GO:0006006",0.0169151386723065,0.998211195386028,3,11,"glucose metabolic process","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85571","GO:0004617",0.0228343785839429,0.999272702433609,2,3,"phosphoglycerate dehydrogenase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85572","GO:0031047",0.0249784875734964,0.996871835005416,3,12,"gene silencing by RNA","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85573","GO:0006606",0.0265801563158437,0.998389434870409,2,6,"protein import into nucleus","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85574","GO:0003713",0.0292718473333076,0.996532830344053,3,8,"transcription coactivator activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85575","GO:0010997",0.0294080616662708,0.998117500427197,2,6,"anaphase-promoting complex binding","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85576","GO:0097027",0.0294080616662708,0.998117500427197,2,6,"ubiquitin-protein transferase activator activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85577","GO:1904668",0.0294080616662708,0.998117500427197,2,6,"positive regulation of ubiquitin protein ligase activity","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85578","GO:0006413",0.029438202175815,0.991760876582236,6,29,"translational initiation","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85579","GO:0000162",0.0313052273449809,0.997926580020009,2,6,"tryptophan biosynthetic process","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85580","GO:0005730",0.0337365837047727,0.995450762376616,3,10,"nucleolus","CC","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85581","GO:0005681",0.036270814214161,0.991017042197949,5,20,"spliceosomal complex","CC","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85582","GO:0008649",0.0377203947581307,0.997232685528925,2,6,"rRNA methyltransferase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85583","GO:0006396",0.0387497387424079,0.984444773345068,9,74,"RNA processing","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85584","GO:0003697",0.04030973265594,0.994022601771959,3,11,"single-stranded DNA binding","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85585","GO:0000413",0.0438646131313448,0.988129848180465,5,26,"protein peptidyl-prolyl isomerization","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85586","GO:0000176",0.0442640866484136,1,1,1,"nuclear exosome (RNase complex)","CC","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85587","GO:0005847",0.0442646239105104,1,1,1,"mRNA cleavage and polyadenylation specificity factor complex","CC","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85588","GO:0001026",0.044264739086204,1,1,1,"TFIIIB-type transcription factor activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85589","GO:0019948",0.0442648559127412,1,1,1,"SUMO activating enzyme activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85590","GO:0060918",0.0442651670154444,1,1,1,"auxin transport","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85591","GO:0003937",0.0442735286721442,1,1,1,"IMP cyclohydrolase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85592","GO:0004643",0.0442735286721442,1,1,1,"phosphoribosylaminoimidazolecarboxamide formyltransferase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85593","GO:0030688",0.0442938366398303,1,1,1,"preribosome, small subunit precursor","CC","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85594","GO:0034457",0.0445387761497449,1,1,1,"Mpp10 complex","CC","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85595","GO:0003922",0.0447719658649153,1,1,1,"GMP synthase (glutamine-hydrolyzing) activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85596","GO:0006177",0.0447719658649153,1,1,1,"GMP biosynthetic process","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85597","GO:0016462",0.0447719658649153,1,1,1,"pyrophosphatase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85598","GO:0004056",0.0449918670798499,1,1,1,"argininosuccinate lyase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85599","GO:0042450",0.0449918670798499,1,1,1,"arginine biosynthetic process via ornithine","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85600","GO:0003848",0.0453241668271843,1,1,1,"2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85601","GO:0004156",0.0453241668271843,1,1,1,"dihydropteroate synthase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85602","GO:0042558",0.0453241668271843,1,1,1,"pteridine-containing compound metabolic process","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85603","GO:0003938",0.0458179247423873,1,1,1,"IMP dehydrogenase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85604","GO:0008764",0.0458179247423873,1,1,1,"UDP-N-acetylmuramoylalanine-D-glutamate ligase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85605","GO:0019773",0.0459297844916976,0.992990205087868,3,10,"proteasome core complex, alpha-subunit complex","CC","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85606","GO:0006348",0.0471644754102492,1,1,1,"chromatin silencing at telomere","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85607","GO:0004399",0.0492023285036836,1,1,1,"histidinol dehydrogenase activity","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85608","GO:0008097",0.0493916115784972,0.996112129221187,2,5,"5S rRNA binding","MF","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"85609","GO:0036265",0.0495301336344636,1,1,1,"RNA (guanine-N7)-methylation","BP","wtbmbr","wtbother","down","wt","wtbmbr_wtbother"
"87506","GO:0009765",2.33142732182618e-11,1,20,34,"photosynthesis, light harvesting","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87507","GO:0016020",1.13135570740629e-10,1,100,666,"membrane","CC","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87508","GO:0005215",2.34212440709451e-10,0.999999999950283,41,173,"transporter activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87509","GO:0055085",2.18273938929623e-06,0.999999127314146,45,321,"transmembrane transport","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87510","GO:0046983",3.6664025648311e-06,0.999998745719998,32,144,"protein dimerization activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87511","GO:0005975",1.18183845364576e-05,0.999995094921842,39,267,"carbohydrate metabolic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87512","GO:0004553",1.21556143760667e-05,0.999996316902936,23,130,"hydrolase activity, hydrolyzing O-glycosyl compounds","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87513","GO:0009664",1.50272574393567e-05,0.999998707117589,9,16,"plant-type cell wall organization","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87514","GO:0004672",3.02952706636063e-05,0.999983411893891,74,726,"protein kinase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87515","GO:0006468",3.02952706636063e-05,0.999983411893891,74,726,"protein phosphorylation","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87516","GO:0009538",5.57930474430954e-05,0.999996924532584,7,10,"photosystem I reaction center","CC","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87517","GO:0006810",6.21284613390688e-05,0.999971917111034,40,245,"transport","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87518","GO:0009725",6.98729675609988e-05,0.999993646299589,7,18,"response to hormone","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87519","GO:0000160",0.000131268098414273,0.999968879463135,14,49,"phosphorelay signal transduction system","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87520","GO:0006006",0.000340656515900794,0.999977482631587,5,11,"glucose metabolic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87521","GO:0000155",0.000366065181177532,0.999962122097613,6,19,"phosphorelay sensor kinase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87522","GO:0005576",0.000445987187597702,0.9999256007653,9,23,"extracellular region","CC","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87523","GO:0004568",0.000599283985831709,0.99998600934011,4,5,"chitinase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87524","GO:0006032",0.000599283985831709,0.99998600934011,4,5,"chitin catabolic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87525","GO:0043531",0.000647642830613977,0.999780920381176,17,98,"ADP binding","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87526","GO:0009058",0.000712405156827315,0.999786581389926,14,79,"biosynthetic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87527","GO:0048046",0.000718175187629885,0.999926488003399,6,13,"apoplast","CC","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87528","GO:0006952",0.000739406914974035,0.999843369237603,11,26,"defense response","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87529","GO:0050661",0.00113078510637854,0.999783248204563,8,35,"NADP binding","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87530","GO:0008171",0.00123105424620653,0.999854447360757,6,14,"O-methyltransferase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87531","GO:0006073",0.00149983842664532,0.999860793353469,5,11,"cellular glucan metabolic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87532","GO:0010411",0.00149983842664532,0.999860793353469,5,11,"xyloglucan metabolic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87533","GO:0016762",0.00149983842664532,0.999860793353469,5,11,"xyloglucan:xyloglucosyl transferase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87534","GO:0042546",0.00149983842664532,0.999860793353469,5,11,"cell wall biogenesis","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87535","GO:0019310",0.00150714979082032,0.999970705140118,3,4,"inositol catabolic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87536","GO:0050113",0.00150714979082032,0.999970705140118,3,4,"inositol oxygenase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87537","GO:0006355",0.00189326446171234,0.998812532847723,65,526,"regulation of transcription, DNA-templated","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87538","GO:0006508",0.00199314928357685,0.998993591936462,31,258,"proteolysis","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87539","GO:0030170",0.00274134140399859,0.999182644138487,11,69,"pyridoxal phosphate binding","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87540","GO:0016760",0.00299687121595307,0.99961220145997,5,18,"cellulose synthase (UDP-forming) activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87541","GO:0000234",0.00308128784588507,1,2,2,"phosphoethanolamine N-methyltransferase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87542","GO:0006656",0.00308128784588507,1,2,2,"phosphatidylcholine biosynthetic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87543","GO:0005992",0.00311100636665636,0.99960523960495,5,16,"trehalose biosynthetic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87544","GO:0055114",0.00366541571667343,0.997486648707849,86,786,"oxidation-reduction process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87545","GO:0006857",0.00465230640942703,0.999151878724028,6,25,"oligopeptide transport","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87546","GO:0016788",0.00469361856748,0.998426673210259,12,65,"hydrolase activity, acting on ester bonds","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87547","GO:0030001",0.00473192891528136,0.998437952809266,12,55,"metal ion transport","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87548","GO:0008152",0.00476103524682832,0.99705439536968,50,488,"metabolic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87549","GO:0003700",0.00485049327582995,0.99725803673346,37,267,"transcription factor activity, sequence-specific DNA binding","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87550","GO:0004332",0.00527286081277506,0.999721372701429,3,6,"fructose-bisphosphate aldolase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87551","GO:0005618",0.00570090497551633,0.99873305681913,7,30,"cell wall","CC","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87552","GO:0016998",0.00576403741352167,0.999816503924872,3,4,"cell wall macromolecule catabolic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87553","GO:0016620",0.00577891881955729,0.998878239750393,6,28,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87554","GO:0005216",0.00588215039001888,0.998848451095433,6,29,"ion channel activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87555","GO:0016705",0.00588967256992811,0.997561414222211,16,119,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87556","GO:0005089",0.00759898612092295,0.999461666784343,3,8,"Rho guanyl-nucleotide exchange factor activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87557","GO:0009234",0.00824058977614667,1,2,2,"menaquinone biosynthetic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87558","GO:0015743",0.0086324451248369,0.999837064275732,2,3,"malate transport","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87559","GO:0008061",0.00992788361097074,1,2,2,"chitin binding","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87560","GO:0003824",0.0103282178662834,0.992960578270742,64,693,"catalytic activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87561","GO:0020037",0.0107579671631907,0.994395156588456,24,173,"heme binding","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87562","GO:0022891",0.011927569801417,0.997280618466603,6,29,"substrate-specific transmembrane transporter activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87563","GO:0008289",0.0120427680540441,0.996499003866191,8,40,"lipid binding","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87564","GO:0016630",0.0121242005355921,0.999725852829319,2,3,"protochlorophyllide reductase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87565","GO:0019538",0.0121424628871112,0.997764328994059,5,19,"protein metabolic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87566","GO:0005506",0.0122183514011096,0.99395782292928,20,158,"iron ion binding","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87567","GO:0030244",0.0135525851634696,0.997334710381059,5,24,"cellulose biosynthetic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87568","GO:0008146",0.0136672385697944,0.998222171232244,4,10,"sulfotransferase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87569","GO:0010309",0.013779779693049,1,2,2,"acireductone dioxygenase [iron(II)-requiring] activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87570","GO:0008878",0.0166266916561895,0.999375658433264,2,4,"glucose-1-phosphate adenylyltransferase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87571","GO:0000148",0.0181562120383762,0.998214464543453,3,8,"1,3-beta-D-glucan synthase complex","CC","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87572","GO:0003843",0.0181562120383762,0.998214464543453,3,8,"1,3-beta-D-glucan synthase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87573","GO:0006075",0.0181562120383762,0.998214464543453,3,8,"(1->3)-beta-D-glucan biosynthetic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87574","GO:0005199",0.0212866160013963,0.998374245652598,3,5,"structural constituent of cell wall","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87575","GO:0009742",0.0219688774061843,0.997572692162839,3,9,"brassinosteroid mediated signaling pathway","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87576","GO:0016307",0.0234150543049238,0.997138775684829,3,12,"phosphatidylinositol phosphate kinase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87577","GO:0046488",0.0234150543049238,0.997138775684829,3,12,"phosphatidylinositol metabolic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87578","GO:0010333",0.0271446445520991,0.996743032335446,3,9,"terpene synthase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87579","GO:0008234",0.0277256719623867,0.992377576298516,6,28,"cysteine-type peptidase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87580","GO:0046872",0.0298747306124497,0.98080098308741,36,325,"metal ion binding","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87581","GO:0006811",0.031910068020166,0.993574527542017,4,21,"ion transport","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87582","GO:0004652",0.0345417000194719,0.99587946514644,3,7,"polynucleotide adenylyltransferase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87583","GO:0043631",0.0345417000194719,0.99587946514644,3,7,"RNA polyadenylation","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87584","GO:0035556",0.0347624128689029,0.99496556132556,3,13,"intracellular signal transduction","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87585","GO:0008295",0.0361230242857944,0.997611068362986,2,5,"spermidine biosynthetic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87586","GO:0019829",0.0372048212258309,0.997290274754723,2,6,"cation-transporting ATPase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87587","GO:0004470",0.0372347149442004,0.997286897472853,2,6,"malic enzyme activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87588","GO:0004471",0.0372347149442004,0.997286897472853,2,6,"malate dehydrogenase (decarboxylating) (NAD+) activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87589","GO:0006814",0.0378039115036468,0.997222297314984,2,6,"sodium ion transport","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87590","GO:0022857",0.0394773096310432,0.985283797676471,8,53,"transmembrane transporter activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87591","GO:0006950",0.0413563834507548,0.983626325314045,9,49,"response to stress","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87592","GO:0019509",0.0434766151460507,0.997234097010011,2,4,"L-methionine biosynthetic process from methylthioadenosine","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87593","GO:0016772",0.0453864411187508,0.992595940811084,3,14,"transferase activity, transferring phosphorus-containing groups","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87594","GO:0042626",0.0469480552338382,0.986897158614688,5,29,"ATPase activity, coupled to transmembrane movement of substances","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87595","GO:0004601",0.0481180716240018,0.9831451075838,7,35,"peroxidase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87596","GO:0005524",0.0489646231937322,0.960956771681196,111,1462,"ATP binding","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87597","GO:0016491",0.0491257260726342,0.965745095813903,44,437,"oxidoreductase activity","MF","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"87598","GO:0033014",0.049791084919663,0.995736458639483,2,6,"tetrapyrrole biosynthetic process","BP","wtbmbr","wtbother","up","wt","wtbmbr_wtbother"
"101422","GO:0055085",7.53220558319207e-14,1,49,329,"transmembrane transport","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101423","GO:0016705",2.80668432369186e-10,0.99999999994458,37,138,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101424","GO:0008152",2.15301648230832e-09,1,56,496,"metabolic process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101425","GO:0005215",6.19296310593241e-09,0.999999998362053,34,172,"transporter activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101426","GO:0016758",1.32520171153967e-08,0.999999997293929,24,114,"transferase activity, transferring hexosyl groups","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101427","GO:0004672",1.68563772940117e-08,1,50,733,"protein kinase activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101428","GO:0006468",1.68563772940117e-08,1,50,733,"protein phosphorylation","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101429","GO:0046983",6.62644532421069e-08,0.999999975215638,55,176,"protein dimerization activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101430","GO:0020037",1.39536012628112e-07,0.999999949548531,46,192,"heme binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101431","GO:0005506",1.59692142758896e-07,0.999999946767481,39,178,"iron ion binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101432","GO:0006855",2.89509582569597e-07,0.999999971349574,11,43,"drug transmembrane transport","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101433","GO:0015238",2.89509582569597e-07,0.999999971349574,11,43,"drug transmembrane transporter activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101434","GO:0015297",2.89509582569597e-07,0.999999971349574,11,43,"antiporter activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101435","GO:0052861",1.18629008247394e-06,1,2,2,"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101436","GO:0016020",1.42638427545339e-06,0.999999505072639,80,678,"membrane","CC","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101437","GO:0006817",3.79105244937045e-06,1,2,2,"phosphate ion transport","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101438","GO:0043531",4.56666791993686e-06,0.999999034094646,16,97,"ADP binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101439","GO:0005524",1.30521123076692e-05,0.99999293130646,81,1477,"ATP binding","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101440","GO:0006857",1.36419089479302e-05,0.999999430211506,5,24,"oligopeptide transport","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101441","GO:0004970",7.72653960999257e-05,0.999999720831224,2,12,"ionotropic glutamate receptor activity","MF","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
"101442","GO:0055114",0.000119030579942626,0.999926277043423,96,812,"oxidation-reduction process","BP","wtcmbr","wtcother","all","wt","wtcmbr_wtcother"
