"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","type"
"2881","GO:0048280",0.999999999996661,0.89221130548567,0,2,"vesicle fusion with Golgi apparatus","BP","up"
"2882","GO:0030071",0.999999999996665,0.84711550797781,0,2,"regulation of mitotic metaphase/anaphase transition","BP","up"
"2883","GO:0031145",0.999999999996665,0.84711550797781,0,2,"anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process","BP","up"
"2884","GO:0008442",0.999999999996674,0.759317386417261,0,2,"3-hydroxyisobutyrate dehydrogenase activity","MF","up"
"2885","GO:0016480",0.999999999996726,0.900917618197798,0,1,"negative regulation of transcription from RNA polymerase III promoter","BP","up"
"2886","GO:0004619",0.999999999996762,0.859067926642313,0,2,"phosphoglycerate mutase activity","MF","up"
"2887","GO:0033925",0.99999999999684,0.951099944727852,0,1,"mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity","MF","up"
"2888","GO:0004792",0.999999999996841,0.885294702842738,0,2,"thiosulfate sulfurtransferase activity","MF","up"
"2889","GO:0008097",0.999999999996851,0.648457968406276,0,5,"5S rRNA binding","MF","up"
"2890","GO:0004592",0.999999999996984,0.926002913448986,0,1,"pantoate-beta-alanine ligase activity","MF","up"
"2891","GO:0045492",0.999999999996984,0.926002913448986,0,1,"xylan biosynthetic process","BP","up"
"2892","GO:0016879",0.999999999997023,0.873552448805183,0,2,"ligase activity, forming carbon-nitrogen bonds","MF","up"
"2893","GO:0010223",0.999999999997051,0.788624118586416,0,3,"secondary shoot formation","BP","up"
"2894","GO:0016730",0.99999999999713,0.874277644734924,0,1,"oxidoreductase activity, acting on iron-sulfur proteins as donors","MF","up"
"2895","GO:0004418",0.9999999999972,0.935573576637913,0,1,"hydroxymethylbilane synthase activity","MF","up"
"2896","GO:0018160",0.9999999999972,0.935573576637913,0,1,"peptidyl-pyrromethane cofactor linkage","BP","up"
"2897","GO:0001735",0.999999999997223,0.946908967562938,0,1,"prenylcysteine oxidase activity","MF","up"
"2898","GO:0016670",0.999999999997223,0.946908967562938,0,1,"oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor","MF","up"
"2899","GO:0030328",0.999999999997223,0.946908967562938,0,1,"prenylcysteine catabolic process","BP","up"
"2900","GO:0032542",0.999999999997248,0.864670822385262,0,1,"sulfiredoxin activity","MF","up"
"2901","GO:0017119",0.999999999997263,0.785805440924412,0,5,"Golgi transport complex","CC","up"
"2902","GO:0004170",0.999999999997264,0.767515337179061,0,2,"dUTP diphosphatase activity","MF","up"
"2903","GO:0046080",0.999999999997264,0.767515337179061,0,2,"dUTP metabolic process","BP","up"
"2904","GO:0070402",0.999999999997367,0.879728241602036,0,2,"NADPH binding","MF","up"
"2905","GO:0008725",0.999999999997367,0.719371977336778,0,5,"DNA-3-methyladenine glycosylase activity","MF","up"
"2906","GO:0004824",0.999999999997376,0.900384001807962,0,2,"lysine-tRNA ligase activity","MF","up"
"2907","GO:0006430",0.999999999997376,0.900384001807962,0,2,"lysyl-tRNA aminoacylation","BP","up"
"2908","GO:0004379",0.999999999997396,0.889866414185777,0,2,"glycylpeptide N-tetradecanoyltransferase activity","MF","up"
"2909","GO:0006499",0.999999999997396,0.889866414185777,0,2,"N-terminal protein myristoylation","BP","up"
"2910","GO:0035246",0.99999999999746,0.949646887437889,0,1,"peptidyl-arginine N-methylation","BP","up"
"2911","GO:0007031",0.999999999997502,0.718709003913454,0,4,"peroxisome organization","BP","up"
"2912","GO:0003913",0.999999999997511,0.948713097568421,0,1,"DNA photolyase activity","MF","up"
"2913","GO:0016973",0.999999999997511,0.948713097568421,0,1,"poly(A)+ mRNA export from nucleus","BP","up"
"2914","GO:0042765",0.999999999997516,0.802213709023771,0,4,"GPI-anchor transamidase complex","CC","up"
"2915","GO:0004864",0.999999999997543,0.755826277481425,0,2,"protein phosphatase inhibitor activity","MF","up"
"2916","GO:0043666",0.999999999997543,0.755826277481425,0,2,"regulation of phosphoprotein phosphatase activity","BP","up"
"2917","GO:0043087",0.999999999997564,0.945043636580381,0,1,"regulation of GTPase activity","BP","up"
"2918","GO:0006285",0.999999999997649,0.937748026156893,0,1,"base-excision repair, AP site formation","BP","up"
"2919","GO:0019211",0.999999999997649,0.937748026156893,0,1,"phosphatase activator activity","MF","up"
"2920","GO:0006839",0.999999999997667,0.732977381904552,0,4,"mitochondrial transport","BP","up"
"2921","GO:0048037",0.999999999997676,0.865401251808068,0,2,"cofactor binding","MF","up"
"2922","GO:0008318",0.999999999997784,0.835215056021873,0,3,"protein prenyltransferase activity","MF","up"
"2923","GO:0018342",0.999999999997784,0.835215056021873,0,3,"protein prenylation","BP","up"
"2924","GO:0001882",0.999999999997797,0.958097910779334,0,1,"nucleoside binding","MF","up"
"2925","GO:0000075",0.999999999997804,0.944002856162542,0,1,"cell cycle checkpoint","BP","up"
"2926","GO:0008495",0.999999999997804,0.944002856162542,0,1,"protoheme IX farnesyltransferase activity","MF","up"
"2927","GO:0048034",0.999999999997804,0.944002856162542,0,1,"heme O biosynthetic process","BP","up"
"2928","GO:0032886",0.999999999997893,0.873980966451536,0,3,"regulation of microtubule-based process","BP","up"
"2929","GO:0072546",0.999999999997938,0.819457005089479,0,2,"ER membrane protein complex","CC","up"
"2930","GO:0009269",0.999999999997958,0.63906362666364,0,4,"response to desiccation","BP","up"
"2931","GO:0070481",0.999999999998014,0.937473581129612,0,1,"nuclear-transcribed mRNA catabolic process, non-stop decay","BP","up"
"2932","GO:0070966",0.999999999998014,0.937473581129612,0,1,"nuclear-transcribed mRNA catabolic process, no-go decay","BP","up"
"2933","GO:0071025",0.999999999998014,0.937473581129612,0,1,"RNA surveillance","BP","up"
"2934","GO:0042255",0.999999999998058,0.888262231123178,0,1,"ribosome assembly","BP","up"
"2935","GO:0030870",0.999999999998059,0.911358173463964,0,2,"Mre11 complex","CC","up"
"2936","GO:0016485",0.999999999998114,0.674960871915658,0,5,"protein processing","BP","up"
"2937","GO:0016881",0.999999999998175,0.89943980687233,0,2,"acid-amino acid ligase activity","MF","up"
"2938","GO:0009904",0.999999999998206,0.958097910764983,0,1,"chloroplast accumulation movement","BP","up"
"2939","GO:0003922",0.999999999998218,0.772421276358701,0,2,"GMP synthase (glutamine-hydrolyzing) activity","MF","up"
"2940","GO:0006177",0.999999999998218,0.772421276358701,0,2,"GMP biosynthetic process","BP","up"
"2941","GO:0016462",0.999999999998218,0.772421276358701,0,2,"pyrophosphatase activity","MF","up"
"2942","GO:0005746",0.99999999999824,0.868159757879872,0,1,"mitochondrial respiratory chain","CC","up"
"2943","GO:0008780",0.999999999998288,0.914625844007597,0,1,"acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase activity","MF","up"
"2944","GO:0009916",0.999999999998289,0.872815192533257,0,2,"alternative oxidase activity","MF","up"
"2945","GO:0000469",0.999999999998306,0.91117687766394,0,1,"cleavage involved in rRNA processing","BP","up"
"2946","GO:0003865",0.999999999998306,0.91117687766394,0,1,"3-oxo-5-alpha-steroid 4-dehydrogenase activity","MF","up"
"2947","GO:0008202",0.999999999998306,0.91117687766394,0,1,"steroid metabolic process","BP","up"
"2948","GO:0015232",0.999999999998313,0.61374925947541,0,5,"heme transporter activity","MF","up"
"2949","GO:0015886",0.999999999998313,0.61374925947541,0,5,"heme transport","BP","up"
"2950","GO:0000339",0.999999999998314,0.869732272754751,0,2,"RNA cap binding","MF","up"
"2951","GO:0005846",0.999999999998314,0.869732272754751,0,2,"nuclear cap binding complex","CC","up"
"2952","GO:0045292",0.999999999998314,0.869732272754751,0,2,"mRNA cis splicing, via spliceosome","BP","up"
"2953","GO:0009873",0.99999999999834,0.958097910764849,0,1,"ethylene-activated signaling pathway","BP","up"
"2954","GO:0009631",0.999999999998342,0.882845435306537,0,1,"cold acclimation","BP","up"
"2955","GO:0010150",0.999999999998342,0.882845435306537,0,1,"leaf senescence","BP","up"
"2956","GO:0032981",0.999999999998342,0.882845435306537,0,1,"mitochondrial respiratory chain complex I assembly","BP","up"
"2957","GO:0030785",0.999999999998344,0.895333985585372,0,2,"[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase activity","MF","up"
"2958","GO:0002100",0.999999999998357,0.949549494829935,0,1,"tRNA wobble adenosine to inosine editing","BP","up"
"2959","GO:0004814",0.999999999998357,0.949549494829935,0,1,"arginine-tRNA ligase activity","MF","up"
"2960","GO:0006420",0.999999999998357,0.949549494829935,0,1,"arginyl-tRNA aminoacylation","BP","up"
"2961","GO:0008251",0.999999999998357,0.949549494829935,0,1,"tRNA-specific adenosine deaminase activity","MF","up"
"2962","GO:0032780",0.999999999998371,0.849655027952729,0,1,"negative regulation of ATPase activity","BP","up"
"2963","GO:0042030",0.999999999998371,0.849655027952729,0,1,"ATPase inhibitor activity","MF","up"
"2964","GO:0071705",0.999999999998379,0.885403509660615,0,2,"nitrogen compound transport","BP","up"
"2965","GO:0004802",0.999999999998394,0.906064462561199,0,2,"transketolase activity","MF","up"
"2966","GO:0003998",0.999999999998397,0.829131207091148,0,1,"acylphosphatase activity","MF","up"
"2967","GO:0004107",0.999999999998515,0.890462765558106,0,2,"chorismate synthase activity","MF","up"
"2968","GO:0019135",0.999999999998585,0.930179517420669,0,1,"deoxyhypusine monooxygenase activity","MF","up"
"2969","GO:0046907",0.999999999998613,0.672482010792379,0,5,"intracellular transport","BP","up"
"2970","GO:0003987",0.999999999998707,0.901860061369429,0,2,"acetate-CoA ligase activity","MF","up"
"2971","GO:0016208",0.999999999998707,0.901860061369429,0,2,"AMP binding","MF","up"
"2972","GO:0019427",0.999999999998707,0.901860061369429,0,2,"acetyl-CoA biosynthetic process from acetate","BP","up"
"2973","GO:0004452",0.999999999998729,0.833237943636326,0,2,"isopentenyl-diphosphate delta-isomerase activity","MF","up"
"2974","GO:0050832",0.999999999998738,0.708302830200024,0,5,"defense response to fungus","BP","up"
"2975","GO:0009690",0.999999999998742,0.72072893257518,0,3,"cytokinin metabolic process","BP","up"
"2976","GO:0019139",0.999999999998742,0.72072893257518,0,3,"cytokinin dehydrogenase activity","MF","up"
"2977","GO:0003999",0.999999999998793,0.810030359868677,0,2,"adenine phosphoribosyltransferase activity","MF","up"
"2978","GO:0006168",0.999999999998793,0.810030359868677,0,2,"adenine salvage","BP","up"
"2979","GO:0006007",0.999999999998816,0.948503624280209,0,1,"glucose catabolic process","BP","up"
"2980","GO:0009966",0.999999999998875,0.711066977963968,0,3,"regulation of signal transduction","BP","up"
"2981","GO:0030041",0.999999999998877,0.830622314764408,0,2,"actin filament polymerization","BP","up"
"2982","GO:0003866",0.999999999999161,0.898253610950363,0,2,"3-phosphoshikimate 1-carboxyvinyltransferase activity","MF","up"
"2983","GO:0006480",0.999999999999161,0.774011344046046,0,2,"N-terminal protein amino acid methylation","BP","up"
"2984","GO:0043043",0.999999999999177,0.758862380787087,0,2,"peptide biosynthetic process","BP","up"
"2985","GO:0032366",0.999999999999265,0.769621610063376,0,2,"intracellular sterol transport","BP","up"
"2986","GO:0004861",0.999999999999271,0.719548253764566,0,3,"cyclin-dependent protein serine/threonine kinase inhibitor activity","MF","up"
"2987","GO:0007050",0.999999999999271,0.719548253764566,0,3,"cell cycle arrest","BP","up"
"2988","GO:0008180",0.999999999999335,0.779349642881931,0,3,"COP9 signalosome","CC","up"
"2989","GO:0004056",0.999999999999349,0.947909091046722,0,1,"argininosuccinate lyase activity","MF","up"
"2990","GO:0042450",0.999999999999349,0.947909091046722,0,1,"arginine biosynthetic process via ornithine","BP","up"
"2991","GO:0031083",0.999999999999439,0.758659077142023,0,2,"BLOC-1 complex","CC","up"
"2992","GO:0000784",0.999999999999459,0.945695794884403,0,1,"nuclear chromosome, telomeric region","CC","up"
"2993","GO:0043047",0.999999999999459,0.945695794884403,0,1,"single-stranded telomeric DNA binding","MF","up"
"2994","GO:0004459",0.999999999999497,0.870219397998801,0,2,"L-lactate dehydrogenase activity","MF","up"
"2995","GO:0004416",0.999999999999596,0.929188573461944,0,1,"hydroxyacylglutathione hydrolase activity","MF","up"
"2996","GO:0019243",0.999999999999596,0.929188573461944,0,1,"methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione","BP","up"
"2997","GO:0005375",0.999999999999598,0.766324619974693,0,2,"copper ion transmembrane transporter activity","MF","up"
"2998","GO:0035434",0.999999999999598,0.766324619974693,0,2,"copper ion transmembrane transport","BP","up"
"2999","GO:0019781",0.999999999999626,0.848315242332169,0,3,"NEDD8 activating enzyme activity","MF","up"
"3000","GO:0045116",0.999999999999626,0.848315242332169,0,3,"protein neddylation","BP","up"
"3001","GO:0004748",0.999999999999693,0.908536867751894,0,2,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor","MF","up"
"3002","GO:0004073",0.999999999999744,0.937883502206367,0,1,"aspartate-semialdehyde dehydrogenase activity","MF","up"
"3003","GO:0008863",0.999999999999744,0.937883502206367,0,1,"formate dehydrogenase (NAD+) activity","MF","up"
"3004","GO:0009085",0.999999999999744,0.937883502206367,0,1,"lysine biosynthetic process","BP","up"
"3005","GO:0009088",0.999999999999744,0.937883502206367,0,1,"threonine biosynthetic process","BP","up"
"3006","GO:0035299",0.999999999999744,0.937883502206367,0,1,"inositol pentakisphosphate 2-kinase activity","MF","up"
"3007","GO:0004370",0.999999999999758,0.947838475966978,0,1,"glycerol kinase activity","MF","up"
"3008","GO:0009013",0.999999999999758,0.947838475966978,0,1,"succinate-semialdehyde dehydrogenase [NAD(P)+] activity","MF","up"
"3009","GO:0009450",0.999999999999758,0.947838475966978,0,1,"gamma-aminobutyric acid catabolic process","BP","up"
"3010","GO:0004375",0.99999999999976,0.957434143690889,0,1,"glycine dehydrogenase (decarboxylating) activity","MF","up"
"3011","GO:0000290",0.99999999999976,0.819688218692123,0,3,"deadenylation-dependent decapping of nuclear-transcribed mRNA","BP","up"
"3012","GO:0008047",0.99999999999976,0.819688218692123,0,3,"enzyme activator activity","MF","up"
"3013","GO:0005764",0.999999999999804,0.909693227190549,0,1,"lysosome","CC","up"
"3014","GO:0006461",0.999999999999804,0.909693227190549,0,1,"protein complex assembly","BP","up"
"3015","GO:0006665",0.999999999999804,0.909693227190549,0,1,"sphingolipid metabolic process","BP","up"
"3016","GO:0016538",0.99999999999981,0.909092346275991,0,1,"cyclin-dependent protein serine/threonine kinase regulator activity","MF","up"
"3017","GO:0019905",0.999999999999811,0.866225339957849,0,1,"syntaxin binding","MF","up"
"3018","GO:0009263",0.999999999999822,0.865369493293559,0,2,"deoxyribonucleotide biosynthetic process","BP","up"
"3019","GO:0004888",0.999999999999861,0.92774202781201,0,1,"transmembrane signaling receptor activity","MF","up"
"3020","GO:0007166",0.999999999999861,0.92774202781201,0,1,"cell surface receptor signaling pathway","BP","up"
"3021","GO:0034508",0.999999999999861,0.92774202781201,0,1,"centromere complex assembly","BP","up"
"3022","GO:0098599",0.999999999999861,0.92774202781201,0,1,"palmitoyl hydrolase activity","MF","up"
"3023","GO:0016701",0.999999999999862,0.816660164720186,0,3,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","MF","up"
"3024","GO:0004462",0.999999999999875,0.722537005368254,0,4,"lactoylglutathione lyase activity","MF","up"
"3025","GO:0003997",0.999999999999895,0.857567195200956,0,3,"acyl-CoA oxidase activity","MF","up"
"3026","GO:0007094",0.999999999999933,0.719249966024311,0,5,"mitotic spindle assembly checkpoint","BP","up"
"3027","GO:0033743",0.999999999999951,0.595140944346046,0,4,"peptide-methionine (R)-S-oxide reductase activity","MF","up"
"3028","GO:0004742",0.999999999999962,0.948421351598368,0,1,"dihydrolipoyllysine-residue acetyltransferase activity","MF","up"
"3029","GO:0004789",0.999999999999962,0.948421351598368,0,1,"thiamine-phosphate diphosphorylase activity","MF","up"
"3030","GO:0008972",0.999999999999962,0.948421351598368,0,1,"phosphomethylpyrimidine kinase activity","MF","up"
"3031","GO:0045254",0.999999999999962,0.948421351598368,0,1,"pyruvate dehydrogenase complex","CC","up"
"3032","GO:0000049",1,0.555764986550829,0,9,"tRNA binding","MF","up"
"3033","GO:0000103",1,0.620694822130051,0,6,"sulfate assimilation","BP","up"
"3034","GO:0000105",1,0.606065090013213,0,7,"histidine biosynthetic process","BP","up"
"3035","GO:0000139",1,0.454393710844556,0,10,"Golgi membrane","CC","up"
"3036","GO:0000145",1,0.306523097805375,0,23,"exocyst","CC","up"
"3037","GO:0000159",1,0.464321797505797,0,13,"protein phosphatase type 2A complex","CC","up"
"3038","GO:0000162",1,0.708750881574567,0,6,"tryptophan biosynthetic process","BP","up"
"3039","GO:0000178",1,0.607932124619994,0,6,"exosome (RNase complex)","CC","up"
"3040","GO:0000275",1,0.572361246054511,0,6,"mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)","CC","up"
"3041","GO:0000276",1,0.402104421515048,0,6,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC","up"
"3042","GO:0000289",1,0.531103262139826,0,8,"nuclear-transcribed mRNA poly(A) tail shortening","BP","up"
"3043","GO:0000387",1,0.234035970029188,0,11,"spliceosomal snRNP assembly","BP","up"
"3044","GO:0000398",1,0.0418768976082696,0,33,"mRNA splicing, via spliceosome","BP","up"
"3045","GO:0000413",1,0.103757907410062,0,26,"protein peptidyl-prolyl isomerization","BP","up"
"3046","GO:0000724",1,0.549281727186498,0,9,"double-strand break repair via homologous recombination","BP","up"
"3047","GO:0000786",1,0.000169979321063748,0,66,"nucleosome","CC","up"
"3048","GO:0000922",1,0.690152006954725,0,6,"spindle pole","CC","up"
"3049","GO:0000956",1,0.396345273190021,0,7,"nuclear-transcribed mRNA catabolic process","BP","up"
"3050","GO:0001104",1,0.274744558925885,0,14,"RNA polymerase II transcription cofactor activity","MF","up"
"3051","GO:0001510",1,0.602090609521624,0,8,"RNA methylation","BP","up"
"3052","GO:0002161",1,0.589835736237355,0,9,"aminoacyl-tRNA editing activity","MF","up"
"3053","GO:0003682",1,0.185964088397811,0,27,"chromatin binding","MF","up"
"3054","GO:0003690",1,0.13079323330598,0,29,"double-stranded DNA binding","MF","up"
"3055","GO:0003697",1,0.405160234899046,0,11,"single-stranded DNA binding","MF","up"
"3056","GO:0003713",1,0.437304178562156,0,8,"transcription coactivator activity","MF","up"
"3057","GO:0003735",1,0,1,344,"structural constituent of ribosome","MF","up"
"3058","GO:0003746",1,0.110997272836133,0,25,"translation elongation factor activity","MF","up"
"3059","GO:0003747",1,0.663763680169317,0,6,"translation release factor activity","MF","up"
"3060","GO:0003755",1,0.0913819926656765,0,27,"peptidyl-prolyl cis-trans isomerase activity","MF","up"
"3061","GO:0003774",1,0.470581846297923,0,13,"motor activity","MF","up"
"3062","GO:0003854",1,0.696473501270036,0,6,"3-beta-hydroxy-delta5-steroid dehydrogenase activity","MF","up"
"3063","GO:0003857",1,0.717154353961999,0,6,"3-hydroxyacyl-CoA dehydrogenase activity","MF","up"
"3064","GO:0003860",1,0.574909919170366,0,7,"3-hydroxyisobutyryl-CoA hydrolase activity","MF","up"
"3065","GO:0003872",1,0.58523980920795,0,10,"6-phosphofructokinase activity","MF","up"
"3066","GO:0003887",1,0.465935112744236,0,16,"DNA-directed DNA polymerase activity","MF","up"
"3067","GO:0003899",1,0.00126730894724992,0,63,"DNA-directed RNA polymerase activity","MF","up"
"3068","GO:0003918",1,0.654550034802305,0,6,"DNA topoisomerase type II (ATP-hydrolyzing) activity","MF","up"
"3069","GO:0003955",1,0.481826334868335,0,7,"NAD(P)H dehydrogenase (quinone) activity","MF","up"
"3070","GO:0003995",1,0.644631608170865,0,8,"acyl-CoA dehydrogenase activity","MF","up"
"3071","GO:0004003",1,0.638607032738856,0,9,"ATP-dependent DNA helicase activity","MF","up"
"3072","GO:0004012",1,0.645106398097825,0,9,"phospholipid-translocating ATPase activity","MF","up"
"3073","GO:0004017",1,0.532845082981249,0,7,"adenylate kinase activity","MF","up"
"3074","GO:0004040",1,0.587831177172118,0,10,"amidase activity","MF","up"
"3075","GO:0004045",1,0.464467073381242,0,7,"aminoacyl-tRNA hydrolase activity","MF","up"
"3076","GO:0004129",1,0.0851647203158581,0,19,"cytochrome-c oxidase activity","MF","up"
"3077","GO:0004143",1,0.691680666243569,0,7,"diacylglycerol kinase activity","MF","up"
"3078","GO:0004175",1,0.192433764255971,0,17,"endopeptidase activity","MF","up"
"3079","GO:0004177",1,0.391733863233346,0,13,"aminopeptidase activity","MF","up"
"3080","GO:0004222",1,0.123622286222848,0,36,"metalloendopeptidase activity","MF","up"
"3081","GO:0004298",1,0.148983882904674,0,19,"threonine-type endopeptidase activity","MF","up"
"3082","GO:0004497",1,0.647355501558628,0,8,"monooxygenase activity","MF","up"
"3083","GO:0004519",1,0.516111848124626,0,11,"endonuclease activity","MF","up"
"3084","GO:0004523",1,0.424578121027819,0,11,"RNA-DNA hybrid ribonuclease activity","MF","up"
"3085","GO:0004525",1,0.449353722267022,0,12,"ribonuclease III activity","MF","up"
"3086","GO:0004535",1,0.531103262139826,0,8,"poly(A)-specific ribonuclease activity","MF","up"
"3087","GO:0004550",1,0.375205999300855,0,8,"nucleoside diphosphate kinase activity","MF","up"
"3088","GO:0004602",1,0.495774782220951,0,6,"glutathione peroxidase activity","MF","up"
"3089","GO:0004616",1,0.539371398590298,0,9,"phosphogluconate dehydrogenase (decarboxylating) activity","MF","up"
"3090","GO:0004673",1,0.743246875272103,0,6,"protein histidine kinase activity","MF","up"
"3091","GO:0004739",1,0.609895301153078,0,8,"pyruvate dehydrogenase (acetyl-transferring) activity","MF","up"
"3092","GO:0004743",1,0.58887759590597,0,10,"pyruvate kinase activity","MF","up"
"3093","GO:0004784",1,0.475024166046949,0,7,"superoxide dismutase activity","MF","up"
"3094","GO:0004843",1,0.449366297799435,0,12,"thiol-dependent ubiquitin-specific protease activity","MF","up"
"3095","GO:0004867",1,0.173341901175363,0,13,"serine-type endopeptidase inhibitor activity","MF","up"
"3096","GO:0005086",1,0.773472433106722,0,6,"ARF guanyl-nucleotide exchange factor activity","MF","up"
"3097","GO:0005198",1,0.235556555112151,0,20,"structural molecule activity","MF","up"
"3098","GO:0005200",1,0.456438038728527,0,13,"structural constituent of cytoskeleton","MF","up"
"3099","GO:0005484",1,0.194818482789496,0,19,"SNAP receptor activity","MF","up"
"3100","GO:0005543",1,0.64865928905426,0,7,"phospholipid binding","MF","up"
"3101","GO:0005545",1,0.723225502535683,0,6,"1-phosphatidylinositol binding","MF","up"
"3102","GO:0005643",1,0.405969989980657,0,14,"nuclear pore","CC","up"
"3103","GO:0005667",1,0.586461583915788,0,8,"transcription factor complex","CC","up"
"3104","GO:0005681",1,0.114362890706413,0,20,"spliceosomal complex","CC","up"
"3105","GO:0005694",1,0.495774113006924,0,12,"chromosome","CC","up"
"3106","GO:0005730",1,0.424984805285882,0,10,"nucleolus","CC","up"
"3107","GO:0005741",1,0.351266475057211,0,11,"mitochondrial outer membrane","CC","up"
"3108","GO:0005743",1,0.154274216657558,0,16,"mitochondrial inner membrane","CC","up"
"3109","GO:0005759",1,0.580923460592767,0,6,"mitochondrial matrix","CC","up"
"3110","GO:0005777",1,0.551188109780621,0,11,"peroxisome","CC","up"
"3111","GO:0005783",1,0.0701830099121556,0,32,"endoplasmic reticulum","CC","up"
"3112","GO:0005794",1,0.523605604273883,0,8,"Golgi apparatus","CC","up"
"3113","GO:0005815",1,0.690152006954725,0,6,"microtubule organizing center","CC","up"
"3114","GO:0005819",1,0.550997507638617,0,9,"spindle","CC","up"
"3115","GO:0005839",1,0.148983882904674,0,19,"proteasome core complex","CC","up"
"3116","GO:0005840",1,0,1,330,"ribosome","CC","up"
"3117","GO:0005856",1,0.610487986601177,0,6,"cytoskeleton","CC","up"
"3118","GO:0005874",1,0.173845317688498,0,29,"microtubule","CC","up"
"3119","GO:0005885",1,0.433651018943881,0,10,"Arp2/3 protein complex","CC","up"
"3120","GO:0006002",1,0.649717709510981,0,8,"fructose 6-phosphate metabolic process","BP","up"
"3121","GO:0006072",1,0.702905449510149,0,6,"glycerol-3-phosphate metabolic process","BP","up"
"3122","GO:0006086",1,0.609895301153078,0,8,"acetyl-CoA biosynthetic process from pyruvate","BP","up"
"3123","GO:0006164",1,0.7197025678216,0,6,"purine nucleotide biosynthetic process","BP","up"
"3124","GO:0006165",1,0.375205999300855,0,8,"nucleoside diphosphate phosphorylation","BP","up"
"3125","GO:0006183",1,0.375205999300855,0,8,"GTP biosynthetic process","BP","up"
"3126","GO:0006207",1,0.640886277783824,0,6,"'de novo' pyrimidine nucleobase biosynthetic process","BP","up"
"3127","GO:0006221",1,0.396690497567881,0,11,"pyrimidine nucleotide biosynthetic process","BP","up"
"3128","GO:0006228",1,0.375205999300855,0,8,"UTP biosynthetic process","BP","up"
"3129","GO:0006241",1,0.320231841428739,0,11,"CTP biosynthetic process","BP","up"
"3130","GO:0006259",1,0.548860032790417,0,10,"DNA metabolic process","BP","up"
"3131","GO:0006260",1,0.0348022856951056,0,50,"DNA replication","BP","up"
"3132","GO:0006265",1,0.453245366159816,0,11,"DNA topological change","BP","up"
"3133","GO:0006270",1,0.678253350020541,0,8,"DNA replication initiation","BP","up"
"3134","GO:0006284",1,0.275148032095103,0,19,"base-excision repair","BP","up"
"3135","GO:0006298",1,0.452401607235475,0,14,"mismatch repair","BP","up"
"3136","GO:0006310",1,0.2582243652772,0,20,"DNA recombination","BP","up"
"3137","GO:0006338",1,0.410544276450214,0,14,"chromatin remodeling","BP","up"
"3138","GO:0006352",1,0.204257217239632,0,21,"DNA-templated transcription, initiation","BP","up"
"3139","GO:0006357",1,0.224987968776997,0,21,"regulation of transcription from RNA polymerase II promoter","BP","up"
"3140","GO:0006367",1,0.364898027040694,0,11,"transcription initiation from RNA polymerase II promoter","BP","up"
"3141","GO:0006396",1,0.00725351356798139,0,73,"RNA processing","BP","up"
"3142","GO:0006397",1,0.0845770188352132,0,31,"mRNA processing","BP","up"
"3143","GO:0006400",1,0.669543967622287,0,6,"tRNA modification","BP","up"
"3144","GO:0006401",1,0.633059115906161,0,7,"RNA catabolic process","BP","up"
"3145","GO:0006412",1,0,1,348,"translation","BP","up"
"3146","GO:0006414",1,0.147813719683869,0,22,"translational elongation","BP","up"
"3147","GO:0006415",1,0.510773645924807,0,10,"translational termination","BP","up"
"3148","GO:0006452",1,0.459072296505713,0,6,"translational frameshifting","BP","up"
"3149","GO:0006464",1,0.455932493399577,0,11,"cellular protein modification process","BP","up"
"3150","GO:0006479",1,0.561020075728523,0,10,"protein methylation","BP","up"
"3151","GO:0006487",1,0.697955702023915,0,6,"protein N-linked glycosylation","BP","up"
"3152","GO:0006506",1,0.469410655545741,0,11,"GPI anchor biosynthetic process","BP","up"
"3153","GO:0006526",1,0.707492770547136,0,6,"arginine biosynthetic process","BP","up"
"3154","GO:0006559",1,0.663163755065493,0,8,"L-phenylalanine catabolic process","BP","up"
"3155","GO:0006568",1,0.609293147594313,0,7,"tryptophan metabolic process","BP","up"
"3156","GO:0006606",1,0.726973230935742,0,6,"protein import into nucleus","BP","up"
"3157","GO:0006614",1,0.468146457730709,0,11,"SRP-dependent cotranslational protein targeting to membrane","BP","up"
"3158","GO:0006621",1,0.422464991816756,0,8,"protein retention in ER lumen","BP","up"
"3159","GO:0006631",1,0.503297282069683,0,12,"fatty acid metabolic process","BP","up"
"3160","GO:0006694",1,0.532688498219118,0,10,"steroid biosynthetic process","BP","up"
"3161","GO:0006730",1,0.683607117956513,0,6,"one-carbon metabolic process","BP","up"
"3162","GO:0006777",1,0.58686181325273,0,6,"Mo-molybdopterin cofactor biosynthetic process","BP","up"
"3163","GO:0006779",1,0.662389988570105,0,7,"porphyrin-containing compound biosynthetic process","BP","up"
"3164","GO:0006801",1,0.439524010932711,0,8,"superoxide metabolic process","BP","up"
